age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
51.0,technician,married,secondary,no,58,yes,no,cellular,11,jul,128.0,2.0,-1.0,0,unknown,no
34.0,self-employed,married,tertiary,no,0,no,no,cellular,28,aug,730.0,11.0,-1.0,0,unknown,yes
31.0,management,married,tertiary,no,1514,no,no,cellular,12,aug,284.0,2.0,-1.0,0,unknown,no
47.0,management,married,tertiary,no,838,no,no,cellular,11,aug,72.0,3.0,-1.0,0,unknown,no
33.0,management,married,tertiary,no,334,no,no,cellular,25,nov,87.0,1.0,-1.0,0,unknown,no
58.0,management,married,secondary,no,111,no,no,telephone,24,mar,58.0,2.0,-1.0,0,unknown,no
30.0,technician,married,secondary,no,817,yes,no,cellular,21,nov,208.0,3.0,91.0,4,failure,no
44.0,technician,divorced,secondary,no,-329,yes,no,unknown,7,may,171.0,1.0,-1.0,0,unknown,no
47.0,management,married,secondary,no,677,no,no,cellular,30,apr,900.0,2.0,86.0,2,failure,yes
38.0,management,married,tertiary,no,1074,no,no,cellular,8,aug,153.0,8.0,-1.0,0,unknown,no
33.0,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,nov,59.0,3.0,-1.0,0,unknown,no
45.0,admin,married,secondary,no,6971,no,no,cellular,22,may,119.0,1.0,-1.0,0,unknown,no
53.0,technician,married,secondary,no,112,no,no,telephone,4,may,104.0,4.0,-1.0,0,unknown,no
41.0,management,married,tertiary,no,1194,no,no,cellular,14,aug,50.0,5.0,-1.0,0,unknown,no
28.0,management,single,tertiary,no,1086,yes,no,unknown,29,may,128.0,2.0,-1.0,0,unknown,no
30.0,blue-collar,single,secondary,no,0,yes,no,cellular,12,may,271.0,1.0,349.0,4,failure,no
27.0,blue-collar,married,secondary,no,-442,yes,no,unknown,30,may,85.0,7.0,-1.0,0,unknown,no
41.395824078187474,technician,married,tertiary,no,77,yes,no,cellular,16,jul,143.0,1.0,-1.0,0,unknown,no
29.0,blue-collar,married,primary,no,50,no,no,cellular,8,jul,185.0,2.0,-1.0,0,unknown,no
39.0,management,married,tertiary,no,183,yes,no,unknown,9,may,324.0,2.0,-1.0,0,unknown,no
50.0,technician,single,secondary,no,3897,no,no,cellular,26,oct,298.0,1.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,732,yes,no,telephone,20,apr,33.0,1.0,339.0,1,failure,no
48.0,admin,married,secondary,no,-30,yes,no,cellular,7,may,133.0,1.0,-1.0,0,unknown,no
42.0,technician,single,secondary,no,1037,yes,no,unknown,30,may,231.0,2.0,-1.0,0,unknown,no
50.0,retired,divorced,primary,no,2790,no,no,cellular,21,jul,236.0,2.0,-1.0,0,unknown,no
30.0,technician,single,secondary,no,194,no,yes,cellular,27,aug,60.0,3.0,-1.0,0,unknown,no
31.0,management,single,secondary,no,202,yes,no,cellular,7,may,590.0,1.0,-1.0,0,unknown,no
28.0,management,single,tertiary,no,788,yes,yes,cellular,18,may,169.0,1.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,11,yes,no,cellular,17,jul,654.0,1.0,-1.0,0,unknown,no
31.0,management,married,tertiary,no,582,yes,no,cellular,15,jul,58.0,2.0,-1.0,0,unknown,no
55.0,services,married,secondary,no,1210,yes,no,unknown,30,may,868.0,1.0,-1.0,0,unknown,no
29.0,technician,married,tertiary,no,-722,no,yes,unknown,27,jun,121.0,4.0,-1.0,0,unknown,no
50.0,housemaid,divorced,secondary,no,0,no,no,cellular,19,nov,126.0,1.0,-1.0,0,unknown,no
49.0,technician,married,tertiary,no,523,yes,no,cellular,3,apr,203.0,1.0,31.0,2,success,no
42.0,management,divorced,tertiary,no,1622,yes,no,cellular,12,aug,158.0,2.0,-1.0,0,unknown,no
55.0,retired,married,primary,no,868,no,no,unknown,19,jun,207.0,1.0,-1.0,0,unknown,no
54.0,services,married,tertiary,no,0,no,no,cellular,28,aug,282.0,2.0,-1.0,0,unknown,no
46.0,technician,married,secondary,no,3434,no,yes,cellular,8,jun,148.0,2.0,101.0,1,success,yes
30.0,management,single,tertiary,no,140,no,no,cellular,28,jan,186.0,1.0,-1.0,0,unknown,no
47.0,blue-collar,divorced,secondary,no,380,yes,no,unknown,16,may,268.0,6.0,-1.0,0,unknown,no
31.0,self-employed,single,tertiary,no,917,no,yes,cellular,17,nov,367.0,3.0,-1.0,0,unknown,no
42.0,blue-collar,married,primary,no,692,no,yes,unknown,19,jun,207.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,yes,540,no,no,cellular,18,nov,205.0,1.0,-1.0,0,unknown,no
43.0,retired,married,secondary,no,520,yes,no,unknown,20,may,15.0,13.0,-1.0,0,unknown,no
36.0,technician,married,tertiary,no,-290,yes,yes,cellular,29,jan,150.0,1.0,189.0,3,failure,no
45.0,admin,single,primary,no,1811,no,no,telephone,31,jul,50.0,7.0,-1.0,0,unknown,no
30.0,blue-collar,single,primary,no,0,no,no,cellular,15,jul,716.0,3.0,-1.0,0,unknown,yes
59.0,management,single,tertiary,no,1180,no,no,cellular,30,jul,22.0,3.0,-1.0,0,unknown,no
44.0,technician,single,tertiary,no,607,yes,no,unknown,13,may,119.0,2.0,-1.0,0,unknown,no
50.0,blue-collar,married,primary,no,811,no,no,unknown,11,jun,103.0,3.0,-1.0,0,unknown,no
59.0,housemaid,married,primary,no,-187,yes,no,telephone,21,jul,118.0,7.0,-1.0,0,unknown,no
34.0,housemaid,married,tertiary,no,11219,no,no,cellular,25,may,112.0,1.0,-1.0,0,unknown,no
60.0,entrepreneur,married,secondary,yes,-284,yes,yes,cellular,4,aug,67.0,8.0,-1.0,0,unknown,no
43.0,management,married,tertiary,no,1429,yes,no,cellular,7,may,1030.0,1.0,169.0,3,success,yes
37.0,admin,single,tertiary,no,2317,yes,no,cellular,20,apr,114.0,1.0,152.0,2,failure,no
44.0,technician,divorced,secondary,no,0,no,no,cellular,12,aug,56.0,2.0,-1.0,0,unknown,no
37.0,admin,single,secondary,no,20,yes,no,cellular,11,may,207.0,1.0,370.0,1,failure,no
59.0,retired,divorced,secondary,no,337,yes,no,unknown,15,may,118.0,4.0,-1.0,0,unknown,no
53.0,admin,single,secondary,no,393,no,no,cellular,29,jan,69.0,1.0,-1.0,0,unknown,no
54.0,retired,divorced,tertiary,no,0,no,no,unknown,13,may,618.0,1.0,-1.0,0,unknown,yes
32.0,blue-collar,married,secondary,no,9714,yes,no,cellular,15,may,1237.0,2.0,361.0,2,failure,no
40.0,services,single,secondary,no,-278,yes,no,unknown,12,may,400.0,3.0,-1.0,0,unknown,no
32.0,management,single,tertiary,no,202,no,no,cellular,4,may,16.0,5.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,3724,yes,no,cellular,27,aug,23.0,10.0,-1.0,0,unknown,no
42.0,technician,single,secondary,no,1977,no,no,cellular,17,jul,72.0,6.0,-1.0,0,unknown,no
54.0,unemployed,divorced,secondary,no,6745,no,no,cellular,2,feb,39.0,1.0,-1.0,0,unknown,no
60.0,retired,married,primary,no,458,yes,no,unknown,16,may,103.0,1.0,-1.0,0,unknown,no
46.0,management,married,tertiary,no,1008,no,no,cellular,29,aug,24.0,13.0,-1.0,0,unknown,no
50.0,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68.0,1.0,-1.0,0,unknown,no
57.0,entrepreneur,married,secondary,no,294,yes,no,unknown,5,may,746.0,2.0,-1.0,0,unknown,no
34.0,admin,married,secondary,no,1551,yes,yes,cellular,8,jul,188.0,2.0,82.0,4,unknown,no
31.0,management,single,secondary,no,1023,no,yes,cellular,9,jul,219.0,1.0,-1.0,0,unknown,no
44.0,services,married,secondary,no,382,no,no,unknown,5,jun,1167.0,1.0,-1.0,0,unknown,no
46.0,management,married,tertiary,no,2199,no,no,telephone,27,may,146.0,1.0,-1.0,0,unknown,no
38.0,self-employed,divorced,secondary,yes,2,no,no,cellular,20,nov,291.0,2.0,-1.0,0,unknown,no
34.0,management,single,tertiary,no,4687,no,no,cellular,26,aug,10.0,19.0,-1.0,0,unknown,no
40.0,technician,single,secondary,no,360,yes,no,unknown,9,may,73.0,1.0,-1.0,0,unknown,no
58.0,retired,single,primary,no,6570,no,no,cellular,21,jul,106.0,3.0,-1.0,0,unknown,no
34.0,management,single,tertiary,no,395,yes,no,cellular,16,apr,316.0,2.0,-1.0,0,unknown,no
51.0,retired,married,tertiary,no,746,no,no,cellular,25,aug,372.0,5.0,-1.0,0,unknown,yes
53.0,services,divorced,secondary,no,36,yes,yes,unknown,2,jul,25.0,1.0,417.0,1,success,yes
32.0,management,single,tertiary,no,3283,no,no,cellular,12,aug,623.0,2.0,191.0,2,success,yes
33.0,technician,single,secondary,no,0,yes,no,cellular,9,feb,91.0,3.0,236.0,4,unknown,no
50.0,technician,married,secondary,no,8001,no,no,unknown,6,jun,52.0,1.0,-1.0,0,unknown,no
38.0,management,married,tertiary,no,-299,yes,no,cellular,30,jul,86.0,3.0,-1.0,0,unknown,no
53.0,management,married,tertiary,no,1348,no,yes,cellular,17,jul,120.0,3.0,-1.0,0,unknown,no
27.0,blue-collar,single,primary,no,-579,yes,no,cellular,18,may,220.0,1.0,367.0,3,failure,no
37.0,blue-collar,married,secondary,no,11953,yes,yes,unknown,29,may,208.0,1.0,-1.0,0,unknown,no
42.0,services,single,tertiary,no,94,yes,no,cellular,10,feb,151.0,1.0,183.0,6,success,no
34.0,management,single,tertiary,no,9827,yes,no,cellular,13,aug,871.0,4.0,-1.0,0,unknown,yes
48.0,management,married,secondary,no,3940,no,no,unknown,16,jun,298.0,6.0,-1.0,0,unknown,no
37.0,management,married,tertiary,no,2366,yes,no,cellular,11,may,721.0,1.0,-1.0,0,unknown,no
50.0,entrepreneur,divorced,tertiary,no,315,no,no,cellular,8,jan,249.0,1.0,119.0,1,failure,no
32.0,services,single,secondary,no,-23,no,no,cellular,10,jul,182.0,1.0,-1.0,0,unknown,no
37.0,entrepreneur,married,tertiary,no,404,yes,no,cellular,28,jul,55.0,10.0,-1.0,0,unknown,no
36.0,self-employed,married,tertiary,no,307,yes,no,cellular,14,may,341.0,1.0,330.0,2,unknown,no
28.0,unemployed,married,tertiary,no,264,yes,no,unknown,21,may,443.0,2.0,-1.0,0,unknown,no
29.0,blue-collar,married,secondary,no,76,yes,no,cellular,6,feb,198.0,3.0,-1.0,0,unknown,no
55.0,admin,divorced,secondary,no,0,yes,yes,cellular,7,oct,122.0,1.0,245.0,4,failure,no
31.0,management,single,tertiary,no,1377,no,no,cellular,5,aug,371.0,2.0,-1.0,0,unknown,no
55.0,retired,married,secondary,no,102,yes,no,unknown,7,may,74.0,1.0,-1.0,0,unknown,no
70.0,retired,married,secondary,no,2815,no,no,cellular,26,apr,125.0,2.0,182.0,1,failure,no
42.0,services,single,secondary,no,247,yes,no,cellular,31,jul,114.0,2.0,-1.0,0,unknown,no
37.0,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196.0,2.0,283.0,2,failure,no
35.0,unemployed,married,primary,no,8489,yes,no,cellular,20,nov,217.0,1.0,-1.0,0,unknown,no
29.0,services,single,secondary,no,9,yes,no,cellular,18,may,19.0,5.0,-1.0,0,unknown,no
31.0,services,single,secondary,no,671,yes,no,unknown,7,may,193.0,3.0,-1.0,0,unknown,no
28.0,management,single,secondary,no,2840,no,no,cellular,20,apr,227.0,5.0,-1.0,0,unknown,yes
30.0,technician,single,secondary,no,1165,no,no,cellular,4,jun,204.0,2.0,183.0,3,success,yes
21.0,services,single,secondary,no,1903,yes,no,unknown,29,may,107.0,2.0,-1.0,0,unknown,no
33.0,management,married,tertiary,no,299,no,no,cellular,11,aug,378.0,4.0,-1.0,0,unknown,no
26.0,admin,single,secondary,no,1375,yes,no,cellular,17,apr,238.0,2.0,-1.0,0,unknown,no
50.0,admin,divorced,secondary,no,124,yes,yes,cellular,14,may,367.0,2.0,289.0,19,failure,no
77.0,retired,married,tertiary,no,0,no,no,cellular,27,sep,990.0,4.0,-1.0,0,unknown,no
35.0,blue-collar,married,secondary,no,0,yes,yes,unknown,29,may,543.0,1.0,-1.0,0,unknown,yes
30.0,management,divorced,tertiary,yes,-1105,yes,no,cellular,11,may,686.0,1.0,-1.0,0,unknown,no
45.0,admin,married,primary,no,895,yes,no,unknown,29,may,480.0,2.0,-1.0,0,unknown,no
51.0,admin,married,secondary,no,42,yes,no,cellular,13,may,80.0,2.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,120,yes,yes,unknown,15,may,53.0,3.0,-1.0,0,unknown,no
33.0,blue-collar,married,secondary,yes,-406,yes,yes,cellular,14,jul,332.0,2.0,-1.0,0,unknown,no
54.0,technician,married,tertiary,no,6507,no,no,cellular,26,may,145.0,1.0,-1.0,0,unknown,no
30.0,blue-collar,married,secondary,no,-2,yes,no,unknown,9,may,136.0,2.0,-1.0,0,unknown,no
43.0,entrepreneur,married,tertiary,yes,0,no,yes,telephone,29,jul,184.0,4.0,-1.0,0,unknown,no
22.0,blue-collar,married,secondary,no,-295,yes,no,unknown,26,jun,150.0,2.0,-1.0,0,unknown,no
25.0,technician,single,tertiary,yes,160,no,yes,unknown,13,jul,151.0,1.0,-1.0,0,unknown,no
58.0,housemaid,single,tertiary,no,145,yes,yes,cellular,16,jul,128.0,2.0,-1.0,0,unknown,no
30.0,management,single,tertiary,no,440,yes,no,cellular,11,sep,129.0,2.0,-1.0,0,unknown,no
32.0,admin,divorced,secondary,no,-241,no,yes,unknown,27,jun,856.0,2.0,-1.0,0,unknown,yes
37.0,management,single,tertiary,no,171,yes,yes,cellular,7,aug,250.0,3.0,-1.0,0,unknown,no
32.0,blue-collar,married,primary,no,827,yes,no,unknown,23,may,230.0,2.0,-1.0,0,unknown,no
29.0,technician,married,secondary,no,1599,yes,no,cellular,28,oct,95.0,1.0,112.0,2,failure,no
27.0,management,married,secondary,no,2071,no,no,cellular,4,jun,449.0,1.0,-1.0,0,unknown,yes
38.0,services,married,secondary,no,0,yes,yes,cellular,11,may,125.0,2.0,304.0,2,failure,no
35.0,services,married,secondary,no,1279,yes,no,unknown,16,jun,114.0,5.0,-1.0,0,unknown,no
37.0,admin,single,secondary,no,9,yes,no,cellular,14,may,165.0,1.0,-1.0,0,unknown,no
46.0,entrepreneur,married,secondary,no,118,yes,no,cellular,9,jul,296.0,1.0,-1.0,0,unknown,no
46.0,admin,married,secondary,no,154,no,no,cellular,22,aug,58.0,2.0,-1.0,0,unknown,no
35.0,blue-collar,married,secondary,no,156,yes,no,cellular,8,may,302.0,1.0,283.0,3,failure,no
34.0,unemployed,married,secondary,no,2173,yes,yes,cellular,7,may,370.0,1.0,-1.0,0,unknown,no
53.0,admin,divorced,secondary,no,2647,yes,no,cellular,9,apr,494.0,1.0,-1.0,0,unknown,no
43.0,management,married,secondary,no,107,yes,yes,telephone,28,oct,135.0,1.0,-1.0,0,unknown,yes
36.0,technician,single,secondary,no,0,no,no,cellular,28,aug,8.0,13.0,-1.0,0,unknown,no
42.0,management,married,tertiary,no,1993,no,no,unknown,29,may,41.0,1.0,-1.0,0,unknown,no
49.0,admin,married,secondary,no,10250,yes,no,telephone,24,oct,97.0,1.0,-1.0,0,unknown,yes
41.0,blue-collar,married,primary,no,381,no,no,unknown,25,jun,305.0,4.0,-1.0,0,unknown,no
26.0,blue-collar,single,secondary,no,535,no,no,cellular,14,aug,125.0,1.0,-1.0,0,unknown,yes
60.0,management,married,primary,no,130,no,no,cellular,28,jan,374.0,2.0,-1.0,0,unknown,no
26.0,admin,single,secondary,no,321,yes,no,cellular,22,jul,242.0,7.0,-1.0,0,unknown,no
81.0,retired,married,primary,no,122,no,no,telephone,23,apr,201.0,1.0,-1.0,0,unknown,no
31.0,self-employed,married,secondary,no,581,yes,no,cellular,14,may,303.0,3.0,174.0,3,failure,no
42.0,admin,single,secondary,no,1601,no,no,unknown,20,jun,23.0,2.0,-1.0,0,unknown,no
40.0,housemaid,married,primary,no,1832,no,no,cellular,6,feb,213.0,4.0,-1.0,0,unknown,no
57.0,technician,married,secondary,no,29,no,no,cellular,6,aug,122.0,2.0,-1.0,0,unknown,no
52.0,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,159.0,2.0,-1.0,0,unknown,no
39.0,services,married,secondary,no,554,yes,no,cellular,14,apr,251.0,1.0,-1.0,0,unknown,no
43.0,blue-collar,married,primary,no,238,yes,yes,cellular,12,may,178.0,1.0,-1.0,0,unknown,no
42.0,blue-collar,married,secondary,no,3,yes,no,telephone,20,nov,47.0,1.0,190.0,1,failure,no
29.0,student,married,tertiary,no,149,yes,no,unknown,26,may,367.0,4.0,-1.0,0,unknown,no
44.0,management,divorced,tertiary,no,935,no,no,cellular,11,aug,70.0,5.0,-1.0,0,unknown,no
29.0,services,married,secondary,no,283,no,yes,unknown,26,may,161.0,1.0,-1.0,0,unknown,no
56.0,blue-collar,divorced,primary,no,12,no,no,cellular,20,nov,282.0,2.0,135.0,1,failure,no
26.0,management,single,tertiary,no,1646,no,no,cellular,12,apr,524.0,4.0,206.0,5,success,yes
48.0,admin,married,secondary,no,-509,no,yes,cellular,8,jul,302.0,3.0,-1.0,0,unknown,no
48.0,housemaid,single,primary,no,1630,no,no,cellular,15,oct,125.0,1.0,-1.0,0,unknown,no
27.0,management,single,tertiary,no,2061,yes,no,unknown,30,may,72.0,3.0,-1.0,0,unknown,no
31.0,housemaid,married,secondary,no,1,yes,no,unknown,30,may,101.0,16.0,-1.0,0,unknown,no
50.0,admin,married,tertiary,no,843,no,yes,cellular,27,may,71.0,3.0,-1.0,0,unknown,no
62.0,housemaid,married,tertiary,no,1528,no,no,cellular,14,apr,496.0,1.0,-1.0,0,unknown,yes
33.0,blue-collar,single,secondary,no,4404,yes,no,cellular,20,nov,766.0,3.0,-1.0,0,unknown,no
41.0,technician,married,secondary,no,1788,no,no,cellular,28,aug,222.0,1.0,-1.0,0,unknown,no
42.0,admin,single,secondary,no,2095,yes,no,cellular,21,nov,752.0,3.0,-1.0,0,unknown,no
47.0,services,divorced,tertiary,no,1639,no,no,cellular,12,jan,349.0,1.0,-1.0,0,unknown,yes
46.0,management,single,tertiary,no,479,yes,no,unknown,26,may,34.0,3.0,-1.0,0,unknown,no
37.0,management,married,tertiary,no,478,no,no,cellular,8,aug,95.0,2.0,-1.0,0,unknown,no
32.0,technician,single,tertiary,no,-311,no,no,cellular,18,nov,218.0,2.0,-1.0,0,unknown,no
25.0,student,single,tertiary,no,1433,yes,no,cellular,15,may,520.0,1.0,-1.0,0,unknown,no
30.0,admin,married,secondary,no,111,no,yes,cellular,21,nov,86.0,3.0,133.0,1,failure,no
31.0,admin,married,secondary,no,2,yes,yes,cellular,12,may,703.0,4.0,-1.0,0,unknown,yes
43.0,services,divorced,secondary,no,5571,no,no,unknown,9,jun,149.0,1.0,-1.0,0,unknown,no
59.0,entrepreneur,divorced,tertiary,no,-869,no,yes,cellular,9,jul,113.0,1.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,4831,yes,no,cellular,4,feb,265.0,1.0,-1.0,0,unknown,no
38.0,services,single,secondary,no,0,yes,no,unknown,27,may,166.0,2.0,-1.0,0,unknown,no
26.0,services,single,secondary,no,1114,no,no,cellular,9,feb,44.0,2.0,-1.0,0,unknown,no
53.0,blue-collar,married,primary,no,436,yes,no,unknown,29,may,154.0,1.0,-1.0,0,unknown,no
30.0,admin,married,secondary,yes,23,no,yes,cellular,4,feb,149.0,2.0,-1.0,0,unknown,no
38.0,technician,married,secondary,no,728,yes,no,cellular,18,nov,286.0,1.0,181.0,2,unknown,no
26.0,services,single,secondary,no,81,yes,no,cellular,28,jul,63.0,2.0,-1.0,0,unknown,no
32.0,admin,married,secondary,no,340,yes,no,unknown,29,may,665.0,1.0,-1.0,0,unknown,no
34.0,management,married,tertiary,no,937,no,no,cellular,23,sep,405.0,1.0,391.0,3,failure,no
57.0,retired,married,primary,no,243,no,no,cellular,8,aug,108.0,4.0,-1.0,0,unknown,no
52.0,entrepreneur,married,secondary,no,330,no,yes,cellular,4,feb,228.0,1.0,-1.0,0,unknown,no
29.0,unemployed,married,tertiary,no,241,no,no,cellular,5,feb,7.0,5.0,-1.0,0,unknown,no
29.0,blue-collar,married,secondary,no,275,yes,no,cellular,18,may,180.0,1.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,31,no,no,unknown,12,may,529.0,2.0,-1.0,0,unknown,no
33.0,student,single,tertiary,no,2904,no,no,cellular,20,nov,42.0,1.0,-1.0,0,unknown,no
27.0,technician,single,secondary,no,162,no,no,unknown,26,may,265.0,9.0,-1.0,0,unknown,no
31.0,blue-collar,single,secondary,no,667,yes,no,unknown,28,may,80.0,3.0,-1.0,0,unknown,no
45.0,blue-collar,married,secondary,no,130,yes,no,unknown,30,may,127.0,1.0,-1.0,0,unknown,no
33.0,management,divorced,tertiary,no,802,no,no,cellular,6,feb,401.0,1.0,-1.0,0,unknown,no
34.0,technician,married,tertiary,no,16992,yes,no,cellular,29,jan,71.0,1.0,245.0,1,failure,no
48.0,management,divorced,tertiary,no,0,no,no,cellular,15,oct,126.0,2.0,-1.0,0,unknown,no
38.0,technician,single,tertiary,no,1101,no,no,cellular,30,apr,800.0,1.0,-1.0,0,unknown,yes
41.0,blue-collar,married,primary,no,1052,yes,yes,unknown,12,may,335.0,1.0,-1.0,0,unknown,no
30.0,technician,married,secondary,no,817,yes,no,cellular,22,aug,180.0,4.0,-1.0,0,unknown,no
51.0,self-employed,married,tertiary,no,5350,yes,yes,cellular,31,jul,612.0,4.0,-1.0,0,unknown,yes
49.0,services,married,secondary,no,653,no,no,cellular,11,aug,317.0,2.0,-1.0,0,unknown,no
39.0,blue-collar,single,primary,no,323,yes,no,unknown,5,jun,138.0,3.0,-1.0,0,unknown,no
56.0,management,married,tertiary,no,563,yes,no,cellular,6,may,100.0,2.0,168.0,1,failure,no
44.0,management,married,tertiary,no,736,no,no,cellular,21,nov,71.0,9.0,-1.0,0,unknown,no
39.0,admin,married,secondary,no,140,no,no,cellular,4,may,40.0,5.0,-1.0,0,unknown,no
46.0,blue-collar,married,secondary,no,519,yes,no,cellular,25,aug,217.0,6.0,-1.0,0,unknown,no
49.0,technician,divorced,tertiary,no,874,yes,no,unknown,16,may,152.0,2.0,-1.0,0,unknown,no
39.0,technician,single,secondary,no,709,yes,no,cellular,10,jul,441.0,1.0,-1.0,0,unknown,no
38.0,blue-collar,married,primary,no,1401,no,no,cellular,13,may,516.0,1.0,-1.0,0,unknown,yes
35.0,technician,divorced,secondary,no,54,no,no,cellular,22,aug,73.0,2.0,-1.0,0,unknown,no
53.0,services,married,primary,no,8918,yes,no,telephone,23,jul,173.0,2.0,-1.0,0,unknown,no
30.0,technician,married,secondary,yes,-315,yes,no,unknown,8,may,201.0,2.0,-1.0,0,unknown,no
40.0,technician,single,secondary,no,591,no,yes,cellular,14,aug,87.0,6.0,-1.0,0,unknown,no
41.0,blue-collar,married,secondary,no,-217,yes,no,cellular,11,may,313.0,1.0,349.0,3,unknown,no
66.0,retired,married,secondary,no,3409,no,no,cellular,15,nov,414.0,2.0,27.0,6,failure,no
51.0,housemaid,married,primary,no,605,no,no,cellular,3,feb,91.0,2.0,159.0,14,failure,no
31.0,services,single,secondary,no,0,yes,no,cellular,20,apr,400.0,1.0,-1.0,0,unknown,no
43.0,management,divorced,tertiary,no,-410,no,yes,cellular,9,jul,189.0,1.0,-1.0,0,unknown,no
32.0,blue-collar,married,secondary,no,0,yes,yes,unknown,28,may,219.0,3.0,-1.0,0,unknown,no
33.0,management,single,tertiary,no,923,yes,no,cellular,19,nov,1307.0,3.0,173.0,6,failure,no
48.0,entrepreneur,married,secondary,no,104,yes,yes,cellular,18,nov,55.0,1.0,-1.0,0,unknown,no
39.0,admin,married,secondary,no,179,no,no,unknown,6,sep,36.0,1.0,-1.0,0,unknown,no
73.0,retired,married,tertiary,no,448,no,no,cellular,24,mar,136.0,1.0,-1.0,0,unknown,yes
32.0,admin,married,secondary,no,1661,yes,no,cellular,5,feb,76.0,1.0,209.0,2,failure,no
35.0,technician,single,secondary,no,1855,yes,no,unknown,7,may,138.0,1.0,-1.0,0,unknown,no
46.0,management,divorced,tertiary,no,14481,yes,no,unknown,30,may,1269.0,1.0,-1.0,0,unknown,yes
59.0,housemaid,married,secondary,no,1040,no,no,cellular,5,aug,123.0,2.0,-1.0,0,unknown,no
34.0,technician,divorced,tertiary,no,1317,yes,no,cellular,15,may,239.0,1.0,-1.0,0,unknown,no
60.0,retired,married,tertiary,no,846,no,no,telephone,26,may,1346.0,1.0,-1.0,0,unknown,yes
56.0,technician,divorced,secondary,no,146,yes,no,cellular,5,aug,419.0,3.0,-1.0,0,unknown,yes
36.0,management,single,tertiary,no,124,yes,no,telephone,24,jul,308.0,4.0,-1.0,0,unknown,no
